noOfCharacters,noOfWords,noOfUniqueWords,sentCount,noOfCommas,noOfSemicolons,noOfQuestions,noOfExclamation,noOfSpellErrors,meanWorldLength,avgWordLength,avgSentenceLength,stdDeviationSentence,noOfNounCount,noOfVerbCount,noOfAdjCount,noOfAdvCount,keywordRelevance,score
463,61,54,6,0,0,0,0,4,0,0.021739130434782608,15.333333333333334,4.2295258468165065,21,9,5,4,4,2.0
544,70,56,5,0,0,0,0,0,0,0.009433962264150943,21.2,8.588364221433556,17,12,11,3,4,3.0
379,45,33,3,0,0,0,0,1,0,0.041666666666666664,24.0,12.24744871391589,18,7,3,2,1,2.0
959,122,85,5,3,3,0,0,7,0,0.016853932584269662,35.6,10.05186549850325,42,22,12,1,7,4.0
606,78,59,6,1,1,0,0,6,0,0.017543859649122806,19.0,11.88836966675134,29,10,8,5,3,2.0
1335,163,117,14,9,9,0,0,11,0,0.012658227848101266,16.928571428571427,9.199877993867137,55,20,12,11,8,4.0
922,111,88,7,7,7,0,0,10,0,0.018072289156626505,23.714285714285715,9.129454462097405,43,16,14,8,3,3.0
930,116,91,9,8,8,0,0,21,0,0.011695906432748537,19.0,5.849976258261415,48,18,9,9,7,4.0
1315,158,117,10,12,12,0,0,10,0,0.012195121951219513,24.6,7.552483035399682,58,21,15,11,9,4.0
732,91,70,10,3,3,0,0,5,0,0.021897810218978103,13.7,5.330103188494571,31,16,8,8,5,3.0
453,60,41,2,0,0,0,0,1,0,0.010869565217391304,46.0,1.0,20,9,6,2,3,2.0
157,22,20,1,0,0,0,0,4,0,0.09090909090909091,33.0,0.0,6,3,4,3,2,1.0
365,48,42,4,2,2,0,0,1,0,0.04054054054054054,18.5,5.172040216394301,21,9,2,3,3,2.0
773,93,69,3,0,0,0,0,4,0,0.013513513513513514,49.333333333333336,51.04464277037851,29,2,12,12,8,2.0
856,105,75,7,5,5,0,0,11,0,0.019867549668874173,21.571428571428573,7.188426071662357,39,17,10,3,5,3.0
183,25,21,3,0,0,0,0,0,0,0.08108108108108109,12.333333333333334,7.586537784494028,9,3,5,0,1,1.0
317,42,36,3,1,1,0,0,6,0,0.03333333333333333,20.0,7.874007874011811,9,6,6,6,4,2.0
933,117,90,9,5,5,0,0,10,0,0.017241379310344827,19.333333333333332,10.0,42,16,11,10,7,4.0
388,45,43,4,5,5,0,0,4,0,0.04411764705882353,17.0,10.124228365658293,18,5,5,1,3,2.0
548,66,55,5,3,3,0,0,2,0,0.020833333333333332,19.2,4.534313619501853,26,10,7,1,3,2.0
912,111,79,10,3,3,0,0,10,0,0.018404907975460124,16.3,10.129659421717989,36,24,8,7,5,4.0
198,28,24,4,0,0,0,0,0,0,0.075,10.0,4.743416490252569,10,3,6,1,3,1.0
265,31,27,3,2,2,0,0,3,0,0.06976744186046512,14.333333333333334,2.0548046676563256,10,5,5,1,0,2.0
642,75,57,6,8,8,0,0,16,0,0.01904761904761905,17.5,2.6299556396765835,35,8,10,1,4,1.0
792,97,76,5,0,0,0,0,8,0,0.019867549668874173,30.2,13.526270735128733,37,19,10,5,5,3.0
433,57,43,5,1,1,0,0,11,0,0.03571428571428571,16.8,6.368673331236264,27,4,5,2,1,1.0
1151,137,110,11,14,14,0,1,29,0,0.014705882352941176,18.545454545454547,7.278406873181126,47,22,22,12,5,3.0
1258,153,120,13,7,7,0,0,13,0,0.013157894736842105,17.53846153846154,9.724001903421836,54,22,15,6,9,4.0
1118,135,113,10,10,10,0,0,11,0,0.01507537688442211,19.9,5.923681287847955,54,15,15,6,7,3.0
550,70,57,6,5,5,0,0,4,0,0.0380952380952381,17.5,8.301606270274847,21,15,3,5,5,3.0
1044,130,112,13,9,9,0,0,14,0,0.016304347826086956,14.153846153846153,7.7046055541839475,47,26,14,5,4,3.0
756,92,70,8,8,8,0,0,9,0,0.02158273381294964,17.375,6.518003912241845,33,18,7,7,7,3.0
839,103,86,5,5,5,0,0,8,0,0.018867924528301886,31.8,8.795453370918407,35,19,15,9,3,3.0
1413,164,122,11,16,16,0,0,20,0,0.012552301255230125,21.727272727272727,6.34021664515007,71,23,21,2,9,4.0
1214,148,111,13,5,5,0,0,12,0,0.013888888888888888,16.615384615384617,7.312144392809935,58,15,16,8,11,4.0
494,66,42,3,0,0,0,0,1,0,0.03125,32.0,20.607442021431645,20,7,4,8,2,2.0
491,62,48,6,3,3,0,0,3,0,0.03409090909090909,14.666666666666666,4.109609335312651,26,11,6,1,0,2.0
627,73,65,5,6,6,0,0,9,0,0.057692307692307696,20.8,6.734983296193095,27,9,13,3,4,2.0
824,113,73,8,0,0,0,0,11,0,0.019230769230769232,19.5,9.340770846134703,38,21,6,9,6,3.0
681,79,56,6,4,4,0,0,5,0,0.008064516129032258,20.666666666666668,7.11024300256718,28,15,4,3,2,2.0
1299,145,125,9,16,16,0,0,12,0,0.009389671361502348,23.666666666666668,8.32666399786453,54,19,22,8,4,4.0
401,50,38,4,2,2,0,0,5,0,0.0410958904109589,18.25,6.015604707757983,12,15,6,1,0,2.0
473,67,51,10,4,4,0,0,9,0,0.011235955056179775,8.9,4.678675026115834,25,7,4,6,3,1.0
1012,124,85,10,2,2,0,0,7,0,0.015957446808510637,18.8,9.526804291051644,43,13,9,9,4,3.0
1084,129,91,8,10,10,0,0,21,0,0.010471204188481676,23.875,17.222351029984264,53,19,7,4,8,4.0
228,31,27,1,1,1,0,0,2,0,0.06666666666666667,45.0,0.0,11,2,2,1,1,2.0
462,55,49,6,7,7,0,0,9,0,0.037037037037037035,13.5,8.69386757049665,25,12,5,0,2,2.0
628,84,59,11,3,3,0,0,5,0,0.025210084033613446,10.818181818181818,4.549089455707929,29,9,4,3,7,2.0
187,26,23,2,0,0,0,0,2,0,0.07894736842105263,19.0,1.0,7,3,4,1,0,1.0
852,105,72,10,1,1,0,0,5,0,0.01910828025477707,15.7,8.798295289429651,37,15,7,5,5,3.0
470,59,47,3,1,1,0,0,3,0,0.02127659574468085,31.333333333333332,20.8539897594894,20,6,7,5,5,2.0
375,49,33,6,3,3,0,0,2,0,0.043478260869565216,11.5,2.6299556396765835,18,6,5,0,0,1.0
185,26,23,2,0,0,0,0,1,0,0.07894736842105263,19.0,2.0,13,2,2,0,2,1.0
425,53,45,4,2,2,0,0,8,0,0.038461538461538464,19.5,8.04673846971554,18,4,9,1,3,2.0
501,54,44,5,3,3,0,0,4,0,0.034482758620689655,17.4,4.317406628984581,17,12,5,1,5,2.0
481,50,40,5,2,2,0,0,4,0,0.0875,16.0,7.563068160475615,24,5,9,1,3,2.0
671,85,69,8,1,1,0,0,3,0,0.016,15.625,8.138450405329014,28,9,8,5,5,2.0
406,50,42,6,3,3,0,0,5,0,0.041666666666666664,12.0,3.0,21,5,4,5,0,2.0
830,103,82,6,14,14,0,0,20,0,0.013157894736842105,25.333333333333332,11.249691353790803,35,18,6,4,3,3.0
963,123,91,9,7,7,0,0,9,0,0.005681818181818182,19.555555555555557,8.757360220105792,42,18,10,9,8,4.0
100,15,12,1,0,0,0,0,0,0,0.13636363636363635,22.0,0.0,6,3,2,0,2,1.0
811,103,86,6,7,7,0,0,7,0,0.02040816326530612,24.5,11.557825631723873,34,12,10,7,2,3.0
561,71,58,7,0,0,0,0,1,0,0.027777777777777776,15.428571428571429,3.697765458727081,21,11,4,10,4,3.0
1408,166,118,12,17,17,0,0,20,0,0.008298755186721992,20.083333333333332,7.2509577911396565,71,26,20,6,10,4.0
532,63,53,6,5,5,0,0,3,0,0.03125,16.0,9.91631652042901,25,5,7,3,4,2.0
179,19,19,2,1,1,0,0,1,0,0.21875,16.0,5.0,9,4,2,1,1,1.0
358,48,41,5,3,3,0,0,1,0,0.04411764705882353,13.6,2.870540018881465,12,7,7,3,3,2.0
350,47,39,5,0,0,0,0,0,0,0.045454545454545456,13.2,3.815756805667783,12,5,2,3,1,2.0
265,33,32,1,0,0,0,0,2,0,0.06521739130434782,46.0,0.0,12,2,4,3,2,1.0
825,104,70,7,2,2,0,0,9,0,0.006329113924050633,22.571428571428573,8.32993127835043,33,16,10,3,6,3.0
1519,182,134,15,7,7,0,0,15,0,0.007407407407407408,18.0,6.491019437140312,64,23,16,17,16,4.0
299,35,24,5,0,0,0,0,0,0,0.037037037037037035,10.8,5.775811631277461,11,4,5,2,5,1.0
1053,122,82,7,7,7,0,0,14,0,0.026595744680851064,26.857142857142858,7.989789402348322,45,15,20,2,4,3.0
452,57,52,6,0,0,0,0,3,0,0.023255813953488372,14.333333333333334,6.0461190490723515,18,10,8,6,4,2.0
752,84,70,5,7,7,0,0,9,0,0.015384615384615385,26.0,7.321202087089251,36,9,5,3,4,2.0
1070,136,99,5,5,5,0,0,15,0,0.00966183574879227,41.4,18.542923178398816,43,30,12,11,7,4.0
554,66,61,4,4,4,0,0,3,0,0.019417475728155338,25.75,10.917302780449024,24,10,8,1,4,3.0
711,90,72,7,8,8,0,0,8,0,0.022727272727272728,18.857142857142858,7.935968235617801,34,13,11,4,0,3.0
721,88,71,2,0,0,0,0,2,0,0.027586206896551724,72.5,17.5,25,14,6,10,1,2.0
649,82,69,8,4,4,0,0,11,0,0.02608695652173913,14.375,8.380595145930867,30,11,10,4,2,3.0
779,93,72,8,4,4,0,0,3,0,0.02054794520547945,18.25,6.832825184358224,31,18,11,4,0,1.0
727,85,73,6,2,2,0,0,12,0,0.015873015873015872,21.0,8.18535277187245,36,10,10,5,1,3.0
498,63,43,5,2,2,0,0,3,0,0.05319148936170213,18.8,6.997142273814361,23,9,4,4,1,3.0
1007,113,92,9,2,2,0,0,10,0,0.011049723756906077,20.11111111111111,9.492036948521577,47,18,7,3,6,4.0
553,61,46,5,2,2,0,0,4,0,0.031914893617021274,18.8,4.833218389437829,30,6,7,2,1,2.0
717,91,71,8,2,2,0,0,5,0,0.02142857142857143,17.5,6.164414002968976,26,14,11,4,5,2.0
383,51,44,7,0,0,0,0,1,0,0.04,10.714285714285714,3.730732816343027,17,13,4,2,1,1.0
982,124,87,11,3,3,0,0,2,0,0.011049723756906077,16.454545454545453,6.485839629722535,37,26,11,3,2,3.0
152,17,15,3,0,0,0,0,2,0,0.10714285714285714,9.333333333333334,2.8674417556808756,8,1,5,1,2,1.0
783,96,61,5,1,1,0,0,5,0,0.013605442176870748,29.4,7.002856560004639,32,9,6,4,5,3.0
502,72,40,6,2,2,0,0,2,0,0.029411764705882353,17.0,7.659416862050705,23,15,5,2,3,2.0
302,38,33,6,2,2,0,0,7,0,0.061224489795918366,8.166666666666666,1.9507833184532708,16,4,5,2,1,2.0
124,15,14,1,1,1,0,0,0,0,0.12,25.0,0.0,6,3,0,0,1,1.0
958,111,80,6,10,10,0,0,15,0,0.011627906976744186,28.666666666666668,13.572848714334887,40,21,14,7,6,2.0
834,101,81,10,3,3,0,0,5,0,0.01935483870967742,15.5,5.5,36,13,9,9,6,3.0
668,81,63,6,3,3,0,0,5,0,0.02564102564102564,19.5,11.729592206608606,23,21,11,8,4,3.0
590,73,59,5,0,0,0,0,2,0,0.017391304347826087,23.0,13.870832707519762,28,13,3,6,7,2.0
450,50,45,3,2,2,0,0,3,0,0.0125,26.666666666666668,14.522013940527977,23,7,7,1,0,2.0
892,106,90,7,4,4,0,0,2,0,0.019230769230769232,22.285714285714285,10.937671281457698,34,19,7,7,8,3.0
551,63,49,4,3,3,0,0,12,0,0.023809523809523808,21.0,12.020815280171307,29,11,7,7,3,3.0
1019,126,93,10,12,12,0,0,18,0,0.011049723756906077,18.1,8.203048213926333,43,19,11,8,10,3.0
243,31,28,3,0,0,0,0,1,0,0.046511627906976744,14.333333333333334,1.699673171197595,10,6,7,1,2,2.0
474,61,46,6,0,0,0,0,0,0,0.031578947368421054,15.833333333333334,5.7566386797235145,18,9,4,5,1,2.0
539,65,58,6,4,4,0,0,7,0,0.03125,16.0,5.446711546122731,18,17,6,4,5,2.0
823,103,73,7,0,0,0,0,2,0,0.013071895424836602,21.857142857142858,10.776012666083492,32,17,8,8,6,3.0
372,46,39,3,1,1,0,0,1,0,0.014705882352941176,22.666666666666668,5.436502143433363,14,6,4,2,2,1.0
298,38,30,4,0,0,0,0,1,0,0.06666666666666667,15.0,3.5355339059327378,13,7,3,1,2,1.0
491,65,56,6,3,3,0,0,6,0,0.010638297872340425,15.666666666666666,9.428090415820636,28,6,9,4,5,2.0
255,36,32,2,1,1,0,0,5,0,0.057692307692307696,26.0,3.0,6,9,4,2,1,2.0
699,85,61,7,1,1,0,0,2,0,0.015503875968992248,18.428571428571427,8.050858744917354,31,12,8,6,5,2.0
447,51,43,3,5,5,0,0,7,0,0.0379746835443038,26.333333333333332,8.178562764256865,23,10,5,0,1,2.0
628,75,65,6,1,1,0,0,5,0,0.06140350877192982,19.0,6.27162924074226,39,8,9,3,2,3.0
982,113,94,10,12,12,0,0,13,0,0.01818181818181818,16.5,5.162363799656123,52,15,9,9,8,4.0
974,121,93,10,7,7,0,0,11,0,0.017241379310344827,17.4,6.755738301621815,41,23,21,10,5,4.0
741,87,66,6,10,10,0,0,14,0,0.024,20.833333333333332,13.692049599027246,39,6,8,5,4,3.0
711,84,72,6,12,12,0,0,11,0,0.016,20.833333333333332,6.593346814950827,32,16,9,5,2,2.0
603,73,57,6,5,5,0,0,8,0,0.028037383177570093,17.833333333333332,15.377653339252458,29,6,7,3,4,3.0
295,41,32,5,0,0,0,0,0,0,0.05454545454545454,11.0,3.794733192202055,11,8,4,2,1,1.0
924,113,98,8,12,12,0,0,22,0,0.018404907975460124,20.375,17.620566818351787,40,12,15,8,6,4.0
801,102,84,8,8,8,0,0,9,0,0.02,18.75,4.085033659592048,35,16,6,10,3,3.0
549,71,63,5,1,1,0,0,7,0,0.018867924528301886,21.2,11.443775600735973,25,14,6,3,5,3.0
881,109,85,12,4,4,0,0,5,0,0.019736842105263157,12.666666666666666,3.704351795148811,40,13,13,4,10,2.0
110,13,13,1,0,0,0,0,0,0,0.15,20.0,0.0,3,0,3,0,0,1.0
640,89,69,8,2,2,0,0,2,0,0.022900763358778626,16.375,4.662014049742879,32,14,10,5,2,1.0
297,42,34,6,1,1,0,0,5,0,0.05357142857142857,9.333333333333334,4.714045207910317,18,5,3,3,3,2.0
508,63,54,4,3,3,0,0,8,0,0.03333333333333333,22.5,11.800423721205947,22,6,9,4,3,2.0
285,38,27,1,0,0,0,0,1,0,0.017241379310344827,58.0,0.0,14,5,3,3,3,1.0
880,106,75,5,4,4,0,0,8,0,0.01875,32.0,22.378561169118985,40,22,10,3,6,3.0
449,58,50,7,2,2,0,0,4,0,0.011494252873563218,12.428571428571429,2.610809554642438,21,8,9,3,3,2.0
299,37,29,5,0,0,0,0,1,0,0.05084745762711865,11.8,4.308131845707603,16,4,2,1,0,1.0
478,59,51,5,2,2,0,0,6,0,0.033707865168539325,17.8,8.518215775618742,19,7,8,1,2,1.0
755,88,68,8,9,9,0,0,8,0,0.022222222222222223,16.875,6.41165930161608,36,11,10,9,4,3.0
693,83,70,7,1,1,0,0,5,0,0.023809523809523808,18.0,10.350983390135314,31,11,6,10,10,3.0
324,39,35,4,0,0,0,0,2,0,0.1,15.0,8.154753215150045,13,6,3,2,1,2.0
1317,155,110,11,9,9,0,0,17,0,0.022321428571428572,20.363636363636363,5.296186059501639,58,22,16,5,10,4.0
454,53,51,5,6,6,0,0,7,0,0.0375,16.0,6.196773353931867,24,8,2,2,4,2.0
515,64,55,6,4,4,0,0,4,0,0.031578947368421054,15.833333333333334,6.039223643997813,26,14,3,3,4,2.0
833,103,76,6,10,10,0,0,11,0,0.019736842105263157,25.333333333333332,11.813363431112899,32,18,13,7,6,3.0
636,77,55,3,0,0,0,0,3,0,0.01680672268907563,39.666666666666664,21.202725191719,22,7,13,4,1,2.0
701,89,76,9,1,1,0,0,4,0,0.015037593984962405,14.777777777777779,3.456966485800899,37,14,11,3,2,3.0
1231,152,102,12,6,6,0,0,9,0,0.013452914798206279,18.583333333333332,5.361255035488944,63,15,12,5,5,4.0
1231,136,100,8,11,11,0,0,18,0,0.01485148514851485,25.25,12.705805759573062,55,17,15,7,5,4.0
171,23,19,1,0,0,0,0,0,0,0.08108108108108109,37.0,0.0,9,3,1,1,1,1.0
263,33,32,4,1,1,0,0,5,0,0.06,12.5,7.697402159170326,11,3,5,1,1,2.0
1525,173,141,12,24,24,0,0,25,0,0.004032258064516129,20.666666666666668,5.421151989096865,68,25,29,10,10,4.0
382,43,40,4,3,3,0,0,3,0,0.043478260869565216,17.25,6.869315832017043,14,10,5,2,3,1.0
803,99,80,5,0,0,0,0,8,0,0.013793103448275862,29.0,5.89915248150105,37,15,9,3,4,3.0
823,101,86,10,5,5,0,0,12,0,0.033112582781456956,15.1,5.127377497317708,38,20,10,6,5,3.0
951,115,96,9,0,0,0,0,4,0,0.017045454545454544,19.555555555555557,6.448274723798626,41,15,14,9,4,3.0
587,76,62,4,3,3,0,0,5,0,0.018518518518518517,27.0,7.245688373094719,31,7,13,2,1,2.0
570,73,60,4,4,4,0,0,5,0,0.027777777777777776,27.0,6.708203932499369,26,13,7,5,4,2.0
1220,148,106,10,6,6,0,0,15,0,0.013824884792626729,21.7,6.649060083951715,61,16,10,7,7,4.0
857,105,91,6,8,8,0,0,7,0,0.017964071856287425,27.833333333333332,16.04594098899227,31,18,11,3,1,3.0
1108,132,79,7,4,4,0,0,13,0,0.015306122448979591,28.0,15.675276256394518,43,13,24,13,7,3.0
216,30,27,3,0,0,0,0,1,0,0.06666666666666667,15.0,4.320493798938574,10,5,3,1,1,1.0
329,50,41,3,0,0,0,0,4,0,0.04054054054054054,24.666666666666668,6.128258770283411,13,11,4,1,0,1.0
897,101,90,6,13,13,0,0,20,0,0.01282051282051282,26.0,8.925618559330589,40,11,11,10,5,4.0
476,56,47,6,1,1,0,0,1,0,0.03488372093023256,14.333333333333334,3.72677996249965,18,9,5,3,4,3.0
853,102,83,8,4,4,0,0,4,0,0.018867924528301886,19.875,7.270445309607934,37,10,10,8,5,2.0
686,78,67,8,8,8,0,0,13,0,0.0423728813559322,14.75,8.496322733983215,38,9,6,5,4,2.0
382,50,39,6,2,2,0,0,2,0,0.03896103896103896,12.833333333333334,6.767980168082318,15,8,3,3,4,2.0
490,62,48,7,3,3,0,0,1,0,0.010869565217391304,13.142857142857142,5.138887356744271,20,12,8,6,1,2.0
367,45,30,5,1,1,0,0,1,0,0.029850746268656716,13.4,3.4985711369071804,16,9,6,1,0,1.0
321,42,33,4,2,2,0,0,4,0,0.04838709677419355,15.5,6.422616289332565,12,7,6,4,1,2.0
777,99,78,8,7,7,0,0,10,0,0.014184397163120567,17.625,9.733158531535382,37,17,11,5,8,3.0
1316,160,128,11,6,6,0,1,16,0,0.008438818565400843,21.545454545454547,9.480732963260865,59,24,16,11,7,4.0
812,102,77,10,10,10,0,0,17,0,0.04827586206896552,14.5,5.352569476429054,37,8,17,9,11,3.0
551,67,57,5,2,2,0,0,4,0,0.03125,19.2,3.655133376499413,28,14,6,7,4,2.0
1164,147,110,10,9,9,0,0,22,0,0.009569377990430622,20.9,12.045331045679069,55,18,18,10,8,3.0
551,68,53,7,5,5,0,0,3,0,0.02857142857142857,15.0,3.779644730092272,25,7,7,4,3,2.0
229,28,21,2,2,2,0,0,1,0,0.06521739130434782,23.0,4.0,11,1,2,3,1,1.0
706,82,62,6,1,1,0,0,4,0,0.022556390977443608,22.166666666666668,10.915076220021959,29,8,6,6,2,2.0
748,90,72,7,9,9,0,0,12,0,0.015037593984962405,19.0,8.96022958889527,34,16,11,3,5,3.0
887,104,80,8,12,12,0,0,22,0,0.04794520547945205,18.25,9.794769012079866,47,16,10,3,4,3.0
1290,149,118,10,14,14,0,0,16,0,0.013888888888888888,21.6,9.971960689854328,52,28,20,10,7,4.0
1209,150,97,12,10,10,0,0,19,0,0.009259259259259259,18.0,11.254628677422755,75,19,13,5,4,4.0
333,43,37,4,2,2,0,0,2,0,0.045454545454545456,16.5,6.18465843842649,13,6,5,0,3,1.0
595,73,63,8,3,3,0,0,4,0,0.02727272727272727,13.75,4.736823830374104,29,10,10,5,0,2.0
1041,131,94,9,7,7,0,0,10,0,0.016483516483516484,20.22222222222222,7.480014524314149,51,12,17,7,9,3.0
319,45,35,4,0,0,0,0,1,0,0.046875,16.0,2.5495097567963922,15,9,6,1,0,0.0
980,121,91,9,6,6,0,0,9,0,0.016042780748663103,20.77777777777778,8.727705282957992,51,15,16,1,9,3.0
609,73,61,5,1,1,0,1,2,0,0.017699115044247787,22.6,11.128342194594845,26,18,5,4,3,3.0
840,91,78,7,11,11,0,0,8,0,0.014388489208633094,19.857142857142858,7.1199633110726355,31,11,15,4,3,3.0
297,36,31,5,1,1,0,0,2,0,0.05454545454545454,11.0,2.8284271247461903,12,4,3,1,1,2.0
272,35,30,3,4,4,0,0,3,0,0.05660377358490566,17.666666666666668,6.128258770283411,14,3,2,1,4,2.0
453,55,51,4,2,2,0,0,2,0,0.03488372093023256,21.5,13.573871960498227,19,8,5,4,1,3.0
743,88,69,5,8,8,0,0,10,0,0.023622047244094488,25.4,11.959933110180843,42,9,9,3,4,3.0
389,45,42,5,0,0,0,0,1,0,0.013888888888888888,14.4,5.083306010855534,14,12,3,3,1,2.0
663,83,65,5,4,4,0,0,7,0,0.01652892561983471,24.2,9.620810776644555,30,18,11,3,3,1.0
534,73,55,5,7,7,0,0,8,0,0.0297029702970297,20.2,7.19444229944198,25,10,8,3,4,3.0
970,105,96,5,8,8,0,0,19,0,0.01282051282051282,31.2,9.867117106835208,44,10,15,10,5,4.0
935,107,83,9,6,6,0,0,9,0,0.012269938650306749,18.11111111111111,9.386094258641279,39,12,12,9,6,2.0
516,63,52,4,6,6,0,0,4,0,0.020202020202020204,24.75,11.233320969330485,24,6,9,3,4,2.0
430,59,46,3,1,1,0,0,7,0,0.025,26.666666666666668,7.586537784494028,24,12,4,2,2,3.0
491,61,48,5,6,6,0,0,5,0,0.034482758620689655,17.4,4.079215610874228,23,9,4,1,4,2.0
599,81,58,5,0,0,0,0,4,0,0.015873015873015872,25.2,10.796295661012623,31,5,6,5,2,2.0
480,56,43,2,1,1,0,0,4,0,0.03296703296703297,45.5,0.5,18,8,10,3,0,2.0
1320,141,97,9,19,19,0,0,27,0,0.009478672985781991,23.444444444444443,12.084067666064465,74,15,10,5,8,4.0
561,74,60,9,1,1,0,0,2,0,0.02727272727272727,12.222222222222221,3.4889596595794625,28,8,7,2,3,2.0
788,97,66,7,3,3,0,0,2,0,0.013605442176870748,21.0,5.903993805649092,25,13,10,5,2,3.0
985,122,92,7,4,4,0,0,9,0,0.005405405405405406,26.428571428571427,8.191583535332258,36,28,16,7,5,3.0
799,95,63,7,4,4,0,0,6,0,0.0189873417721519,22.571428571428573,10.978643461051913,29,21,8,4,4,3.0
198,27,21,4,0,0,0,0,0,0,0.08108108108108109,9.25,5.261891294962297,10,5,2,0,0,1.0
1041,123,97,10,14,14,0,0,22,0,0.011494252873563218,17.4,7.683749084919419,49,18,13,9,3,3.0
289,35,31,2,2,2,0,0,4,0,0.057692307692307696,26.0,6.0,12,5,2,1,2,1.0
406,51,39,5,1,1,0,0,3,0,0.04,15.0,5.291502622129181,21,9,3,5,3,2.0
1114,131,101,11,5,5,0,0,9,0,0.015544041450777202,17.545454545454547,7.08857770531561,41,18,27,11,9,3.0
328,42,37,4,1,1,0,0,1,0,0.0625,16.0,4.242640687119285,11,7,2,2,3,2.0
734,87,72,8,2,2,0,0,7,0,0.015503875968992248,16.125,7.096433963618629,35,8,8,2,3,3.0
771,90,77,7,6,6,0,0,7,0,0.07142857142857142,20.0,9.19627253681776,28,13,14,3,2,2.0
336,45,37,5,0,0,0,0,3,0,0.046153846153846156,13.0,4.147288270665544,16,5,7,1,3,1.0
625,74,61,5,7,7,0,0,12,0,0.02727272727272727,22.0,9.654014708917737,28,11,4,7,4,2.0
588,72,57,6,2,2,0,0,4,0,0.02702702702702703,18.5,3.452052529534663,25,14,6,3,8,3.0
841,103,86,9,6,6,0,0,12,0,0.01935483870967742,17.22222222222222,8.521577550584004,38,13,11,7,5,3.0
167,25,21,1,0,0,0,0,4,0,0.14285714285714285,35.0,0.0,10,2,2,1,1,0.0
887,105,77,6,6,6,0,0,12,0,0.0125,26.666666666666668,11.100550536897808,45,17,12,4,5,4.0
952,119,89,13,6,6,0,0,18,0,0.011560693641618497,13.307692307692308,5.953468483350568,45,20,13,10,10,3.0
583,71,53,5,1,1,0,0,5,0,0.017391304347826087,23.0,10.862780491200215,24,10,13,3,6,2.0
473,60,48,5,1,1,0,0,3,0,0.03333333333333333,18.0,5.366563145999495,17,15,4,2,2,2.0
525,59,44,3,12,12,0,0,8,0,0.03225806451612903,31.0,21.275964529643932,18,11,4,10,4,1.0
763,97,77,9,7,7,0,0,8,0,0.020833333333333332,16.0,7.333333333333333,30,11,14,7,4,2.0
642,85,53,5,0,0,0,0,8,0,0.024193548387096774,24.8,16.0299719276111,28,17,3,6,2,2.0
350,41,38,4,0,0,0,0,3,0,0.047619047619047616,15.75,5.2141634036535525,14,8,4,5,1,2.0
512,63,52,6,2,2,0,0,1,0,0.03225806451612903,15.5,6.370504951205464,25,10,7,2,2,2.0
404,50,43,7,1,1,0,0,3,0,0.039473684210526314,10.857142857142858,4.642307659791977,23,1,2,3,4,2.0
1872,219,150,14,16,16,0,0,20,0,0.009404388714733543,22.785714285714285,8.108008135070373,99,22,24,12,5,4.0
548,64,52,6,6,6,0,0,6,0,0.029411764705882353,17.0,7.32575365861197,28,6,4,3,1,3.0
887,106,92,10,8,8,0,0,18,0,0.046357615894039736,15.1,3.6999999999999997,45,16,13,4,6,3.0
738,89,63,9,6,6,0,0,12,0,0.022556390977443608,14.777777777777779,5.807615264609769,38,12,8,4,5,2.0
632,77,67,4,6,6,0,0,5,0,0.017241379310344827,29.0,15.524174696260024,29,8,5,3,4,2.0
633,75,57,9,4,4,0,0,6,0,0.01818181818181818,12.222222222222221,6.32065006814573,31,12,8,3,6,2.0
362,45,32,5,0,0,0,0,0,0,0.046875,12.8,4.308131845707603,21,2,3,0,2,2.0
538,66,44,5,2,2,0,0,2,0,0.0297029702970297,20.2,10.166612021711067,25,8,7,2,6,2.0
649,82,62,4,1,1,0,0,4,0,0.015748031496062992,31.75,25.13339412017406,24,18,5,4,5,2.0
335,43,30,5,0,0,0,0,4,0,0.04918032786885246,12.2,1.6,14,2,4,6,2,2.0
209,25,21,3,0,0,0,0,2,0,0.18421052631578946,12.666666666666666,6.649979114420002,10,0,4,2,2,1.0
279,37,33,2,0,0,0,0,0,0,0.03333333333333333,30.0,13.0,7,8,6,3,2,1.0
519,67,53,5,7,7,0,0,7,0,0.030927835051546393,19.4,6.406246951218788,29,7,8,1,4,2.0
672,88,61,6,2,2,0,0,2,0,0.015267175572519083,21.833333333333332,9.668103341515451,27,11,11,2,2,1.0
783,99,70,11,1,1,0,0,1,0,0.013157894736842105,13.818181818181818,5.920967086521375,35,11,7,5,7,3.0
62,8,8,1,0,0,0,0,1,0,0.23076923076923078,13.0,0.0,2,1,2,0,0,0.0
702,87,70,9,1,1,0,0,6,0,0.008,13.88888888888889,4.094561282819617,36,12,8,6,8,3.0
867,110,93,11,5,5,0,0,13,0,0.013071895424836602,13.909090909090908,5.976538150506764,34,16,15,6,7,3.0
1913,220,142,14,32,32,0,0,35,0,0.012345679012345678,23.142857142857142,13.0868371321129,99,31,27,10,9,4.0
959,112,84,8,2,2,0,0,11,0,0.01775147928994083,21.125,8.283077628514658,36,21,12,10,4,3.0
1112,138,95,10,6,6,0,0,13,0,0.009900990099009901,20.2,7.769169839822013,45,23,17,12,8,4.0
279,35,28,4,0,0,0,0,0,0,0.06,12.5,4.031128874149275,10,5,5,3,2,2.0
414,50,40,4,4,4,0,0,5,0,0.025974025974025976,19.25,7.725768570181222,20,4,5,1,2,2.0
